Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
Bugatti,Chiron,Sport,"21,21,55,397",7993 cc,16,4,RWD (Rear Wheel Drive),W,BS 6,Mid Transverse,PGM - Fi,,Petrol,1212 mm,4544 mm,2038 mm,Sports,2,,,5.95 km/litre,,1995 kg,7 Dual Clutch,,Ventilated Disc,Ventilated Disc,Runflat,Runflat,,,285/30ZR20,285/30ZR20,Electric Power,All Windows,Yes with memory,Remote Smart Key,1600Nm@2000-6000rpm,1479bhp@6700rpm,Digital,Digital,Digital,Yes,2,Leather,Automatic,2710 mm,285/30ZR20,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote Internal,,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,With Remote Push to Open Internal,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,Yes,Yes,Normal Sport,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Front Row,,Driver frontal airbag Front passenger frontal airbag Driver knee airbag Front passenger knee airbag Curtain airbags,Yes,Yes,Yes,Yes,6,,Rake Reach,,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,Cup Holders,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,1,Yes,Yes,,
Bajaj,Qute (Re60),Qcar,"2,63,000",216 cc,,1,RWD (Rear Wheel Drive),In-line,BS IV,Front Transverse,Injection,,Petrol,1652 mm,2752 mm,1312 mm,Hatchback,4,,,35 km/litre,,,5,,Drum,Drum,Hydraulic Telescopic Shock Absorber,Hydraulic Telescopic Shock Absorber,1143 mm,,R12,R12,,,,,13bhp@5500rpm,18.9Nm@4000rpm,Yes,Yes,Yes,Yes,4,Fabric,Manual,1925 mm,R12,,Yes,Not on offer,,,,,Manual,20 litres,,,Yes,Yes,Not on offer,Yes,,Yes,,,Manual,Yes,Manual,Analog,Yes,3.5 meter,Yes,Driver Only,Not Applicable,,,,,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bajaj,Qute (Re60),Qcar Cng,"2,83,000",216 cc,,1,RWD (Rear Wheel Drive),In-line,BS IV,Front Transverse,Injection,,CNG,1652 mm,2752 mm,1312 mm,Hatchback,4,,,,43 km/kg,,5,,Drum,Drum,Hydraulic Telescopic Shock Absorber,Hydraulic Telescopic Shock Absorber,1143 mm,,R12,R12,,,,,12bhp@5500rpm,16.1Nm@4000rpm,Yes,Yes,Yes,Yes,4,Fabric,Manual,1925 mm,R12,,Yes,Not on offer,,,,,Manual,20 litres,,,Yes,Yes,Not on offer,Yes,,Yes,,,Manual,Yes,Manual,Analog,Yes,3.5 meter,Yes,Driver Only,Not Applicable,,,,,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto,Std,"2,94,800",796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,,,22.05 km/litre,,730 kg,5,160 mm,Solid Disc,Drum,Gas Filled Mc Pherson Strut Torsion Roll Control Devic,Coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arms,1295 mm,1290 mm,145/80R12,145/80R12,,,,,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,145/80R12,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,,,,Yes,,Front,,Front,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver Only,Not Applicable,,Yes,,,,,,,Yes,,,,,,,,,,1185 kg,,,,,,,10.3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto,Std (O),"2,99,900",796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,,,22.05 km/litre,,732 kg,5,160 mm,Solid Disc,Drum,Gas Filled Mc Pherson Strut Torsion Roll Control Devic,Coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arms,1295 mm,1290 mm,145/80R12,145/80R12,,,,,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,145/80R12,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,,,,Yes,,Front,,Front,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver Only,Not Applicable,,Yes,,,,,,,Yes,Yes,,Yes,,,,Yes,,,1185 kg,Driver frontal airbag Front passenger frontal airbag,,Yes,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto,Lxi,"3,52,900",796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,,,22.05 km/litre,,755 kg,5,160 mm,Solid Disc,Drum,Gas Filled Mc Pherson Strut Torsion Roll Control Devic,Coil Spring Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm,1295 mm,1290 mm,145/80R12,145/80R12,Electric Power,Only Front Windows,,,47hp@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5,Fabric,Manual,2360 mm,145/80R12,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,,,,Yes,Digital,Front,,Front,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,Yes,Yes,,,,,,1185 kg,,,,,,,10.3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto,Lxi (O),"3,57,200",796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,,,22.05 km/litre,,757 kg,5,160 mm,Solid Disc,Drum,Gas Filled Mc Pherson Strut Torsion Roll Control Devic,Coil Spring Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm,1295 mm,1290 mm,145/80R12,145/80R12,Yes,Only Front Windows,,,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5,Fabric,Manual,2360 mm,145/80R12,,,Not on offer,,,,,Internal,,,,Yes,Digital,Front,,Front,Yes,,,Internal With Remote,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,Yes,,Yes,Yes,,,Yes,,,1185 kg,Driver frontal airbag,,Yes,,,1,,,,,,,,,,,,,,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto,Vxi,"3,76,100",796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,,,22.05 km/litre,,762 kg,5,160 mm,Solid Disc,Drum,Gas Filled Mc Pherson Strut Torsion Roll Control Devic,Coil Spring Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm,1295 mm,1290 mm,145/80R12,145/80R12,Yes,Only Front Windows,,Remote,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5,Fabric,Manual,2360 mm,145/80R12,,Yes,CD Player with USB & Aux-in,Yes,,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal With Remote,,Yes,Yes,Yes,Digital,Front,,Front,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,With Remote Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,Yes,,Yes,1185 kg,Driver frontal airbag Front passenger frontal airbag,,Yes,,,2,,,,,Rear sensors,,Yes,,,,,,,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto,Lxi Cng (Cng +,"4,05,570",796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,CNG + Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,,,22.05 km/litre,,755 kg,5,160 mm,Solid Disc,Drum,Gas Filled Mc Pherson Strut Torsion Roll Control Devic,Coil Spring Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm,1295 mm,1290 mm,145/80R12,145/80R12,Electric Power,Only Front Windows,,,47hp@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5,Fabric,Manual,2360 mm,145/80R12,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,,,,Yes,Digital,Front,,Front,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,Yes,Yes,,,,,,1185 kg,,,,,,,10.3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,"4,09,190",796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,CNG + Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,,,22.05 km/litre,,757 kg,5,160 mm,Solid Disc,Drum,Gas Filled Mc Pherson Strut Torsion Roll Control Devic,Coil Spring Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm,1295 mm,1290 mm,145/80R12,145/80R12,Yes,Only Front Windows,,,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5,Fabric,Manual,2360 mm,145/80R12,,,Not on offer,,,,,Internal,,,,Yes,Digital,Front,,Front,Yes,,,Internal With Remote,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,Yes,,Yes,Yes,,,Yes,,,1185 kg,Driver frontal airbag,,Yes,,,1,,,,,,,,,,,,,,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Alto,Vxi Plus,"3,89,600",796 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5,,,22.05 km/litre,,762 kg,5,160 mm,Solid Disc,Drum,Gas Filled Mc Pherson Strut Torsion Roll Control Devic,Coil Spring Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm,1295 mm,1290 mm,145/80R12,145/80R12,Yes,Only Front Windows,,Remote,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5,Fabric,Manual,2360 mm,145/80R12,,Yes,CD Player with USB & Aux-in,Yes,,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal With Remote,,Yes,Yes,Yes,Digital,Front,,Front,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),Yes,Internal With Remote,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,Yes,,Yes,1185 kg,Driver frontal airbag Front passenger frontal airbag,,Yes,,,2,,,,,Rear sensors,,Yes,Yes,Yes,,Touch Sensitive,,,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Std,"3,70,500",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.4 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,,,,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,,,Not on offer,,,,,Internal,,,,Yes,,Not on offer,,,,,,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,,,,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,1170 kg,Driver frontal airbag,Yes,Yes,,,1,11.0:1,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Std (O),"3,76,500",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.4 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,,,,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,,,Not on offer,,,,,Internal,,,,Yes,,Not on offer,,,,,,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,1170 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,,,2,11.0:1,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Lxi,"4,09,000",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.4 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,Yes,,,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,,,Not on offer,,,,,Internal,,,,Yes,,Not on offer,,,,,,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,1170 kg,Driver frontal airbag,Yes,Yes,,,1,11.0:1,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Lxi (O),"4,15,000",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.4 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,Yes,,,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,,,Not on offer,,,,,Internal,,,,Yes,,Not on offer,,,,,,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,1170 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,,,2,11.0:1,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Vxi,"4,32,500",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,Yes,Only Front Windows,,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,,,USB & Aux-in,,Yes,,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,Driver frontal airbag,Yes,Yes,,Yes,1,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Vxi (O),"4,38,500",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,Yes,Only Front Windows,,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,145/80 R13,,,USB & Aux-in,,Yes,,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,,Yes,2,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Vxi Ags,"4,75,500",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,Yes,Only Front Windows,,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AMT,2380 mm,145/80 R13,,,USB & Aux-in,,Yes,,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,Driver frontal airbag,Yes,Yes,,,1,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Vxi+,"4,56,000",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,Electric Power,All Windows,,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog Digital,Yes,5,Fabric,Manual,2380 mm,145/80 R13,,Yes,USB & Aux-in,Yes,Yes,,Yes,Internal,,,Yes,Yes,Digital,Front,Yes,Front,,,Yes,Internal,Analog,Manual,Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,Yes,,1170 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,,Yes,2,11.0:1,,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Vxi (O) Ags,"4,81,500",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,Yes,Only Front Windows,,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AMT,2380 mm,145/80 R13,,,USB & Aux-in,,Yes,,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,,Yes,2,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,S-Presso,Vxi+ Ags,"4,99,000",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,145/80 R13,145/80 R13,Electric Power,All Windows,,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Digital,Digital,Yes,5,Fabric,AMT,2380 mm,145/80 R13,,Yes,USB & Aux-in,Yes,Yes,,Yes,Internal,,,Yes,Yes,Digital,Front,Yes,,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,,Yes,2,11.0:1,,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Celerio,Lxi,"4,26,289",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,155/80R13,155/80R13,Electric Power,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425 mm,155/80R13,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Celerio,Vxi,"4,65,138",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,165/70R14,165/70R14,Electric Power,All Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425 mm,165/70R14,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,11.0:1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Suzuki,Celerio,Vxi At,"5,08,138",998 cc,3,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,165/70R14,165/70R14,Electric Power,All Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2425 mm,165/70R14,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,3rd/4th year/up to 80000 Kms (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,11.0:1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
